,expId,Compound,tempSytoxDf
79,2,SNS-032 (BMS-387032),14.38703<>13.92293<>19.49211<>17.17162<>17.63572<>18.09981<>18.09981<>25.98948<>32.02275<>34.80733<>36.66372<>42.2329<>47.80207<>44.55339<>53.83534<>56.61993<>64.97369<>86.32218<>98.85282<>120.6654<>141.0857<>149.4395<>170.3239<>191.2083<>206.9876
80,2,Oxcarbazepine,7.425564<>7.425564<>8.35376<>4.640978<>3.712782<>1.392293<>5.105075<>4.17688<>5.569173<>11.13835<>15.31523<>26.45357<>47.80207<>77.50433<>109.063<>157.7932<>219.0542<>262.6794<>328.5812<>328.5812<>371.7423<>381.0243<>405.6215<>402.3728<>422.7931
81,2,Capecitabine ,12.06654<>14.85113<>12.53064<>8.817858<>12.06654<>11.60244<>12.06654<>10.21015<>12.53064<>12.53064<>18.09981<>33.87914<>56.61993<>95.14005<>131.8038<>193.0647<>234.8335<>263.6075<>315.1224<>348.0733<>364.7809<>369.8859<>385.6653<>401.4446<>427.8981
82,2,Tenofovir ,7.889662<>7.425564<>7.425564<>6.497369<>6.961466<>3.248684<>4.640978<>6.497369<>13.92293<>15.77932<>19.49211<>40.8406<>65.90189<>101.1733<>144.7985<>193.0647<>228.8002<>274.2818<>296.5585<>340.1837<>355.0348<>369.4218<>386.1293<>417.688<>438.1083
83,2,Cisplatin,2.320489<>3.712782<>3.248684<>1.856391<>5.105075<>7.425564<>8.817858<>7.889662<>6.033271<>8.35376<>18.09981<>21.8126<>41.3047<>72.86335<>98.85282<>141.5498<>198.6339<>235.7617<>269.1767<>290.9893<>321.1557<>339.7196<>353.6425<>368.4936<>381.0243
84,2,Droxinostat,10.21015<>10.21015<>9.746053<>5.105075<>5.105075<>9.281956<>10.21015<>7.425564<>7.425564<>20.8844<>32.48684<>58.01222<>77.04023<>132.732<>189.816<>221.8387<>275.6741<>318.8352<>361.5322<>373.5987<>392.6267<>418.1521<>417.2239<>413.5111<>419.0803
85,2,MK-2866 (GTx-024),16.70752<>13.92293<>10.67425<>8.817858<>5.569173<>2.784587<>5.569173<>4.17688<>8.817858<>9.281956<>16.24342<>25.06128<>41.3047<>62.1891<>99.78102<>141.5498<>191.2083<>238.5462<>288.6688<>299.343<>310.0173<>330.4376<>327.1889<>337.3991<>349.9297
86,2,Tizanidine HCl,12.99474<>11.60244<>8.35376<>4.640978<>2.320489<>4.640978<>4.17688<>5.569173<>8.817858<>9.746053<>13.45884<>17.17162<>39.91241<>61.26091<>97.46053<>128.5551<>171.7162<>233.4412<>284.4919<>302.1277<>318.3711<>331.3658<>355.4989<>353.6425<>385.2011
87,2,Ritonavir,2.320489<>2.784587<>5.105075<>4.640978<>8.817858<>4.640978<>6.961466<>7.889662<>10.21015<>16.24342<>28.30996<>43.62519<>67.75828<>82.1453<>110.9194<>124.8423<>145.2626<>154.5446<>169.3957<>185.175<>190.2801<>186.1032<>208.3799<>222.7669<>229.2643
88,2,Zonisamide,2.784587<>1.392293<>2.784587<>4.17688<>5.105075<>5.569173<>3.248684<>5.569173<>8.817858<>11.60244<>17.63572<>32.48684<>51.97895<>96.53233<>148.0472<>204.203<>249.2205<>286.3483<>330.4376<>338.3273<>368.9577<>369.4218<>375.9192<>380.5602<>394.9472
89,2,CUDC-101,5.569173<>2.784587<>3.712782<>12.06654<>28.77406<>47.33797<>64.04549<>110.9194<>174.0367<>251.0769<>331.3658<>371.7423<>406.5497<>408.8701<>403.765<>383.8089<>347.1451<>318.3711<>293.3098<>218.1259<>154.0805<>101.1733<>65.43778<>57.08403<>43.62519
90,2,Zibotentan (ZD4054),2.784587<>3.712782<>2.784587<>1.856391<>4.640978<>8.817858<>5.569173<>10.67425<>10.21015<>9.746053<>15.77932<>34.80733<>55.69173<>56.61993<>90.49906<>116.9526<>156.401<>222.7669<>249.6846<>270.569<>298.879<>322.5479<>342.5042<>350.3938<>379.1679
91,2,Dutasteride,4.640978<>3.712782<>4.17688<>2.320489<>3.712782<>9.746053<>9.746053<>9.746053<>16.70752<>12.53064<>20.4203<>54.76354<>91.42726<>115.5603<>180.9981<>235.7617<>265.928<>322.5479<>340.6478<>355.0348<>383.3448<>391.6985<>400.0523<>420.9367<>432.075
92,2,Calcitriol,4.17688<>5.569173<>5.105075<>6.033271<>4.640978<>5.105075<>8.35376<>10.21015<>11.60244<>12.06654<>18.56391<>20.4203<>33.87914<>45.01748<>63.58139<>84.92989<>108.5989<>155.0087<>177.7495<>181.9263<>196.7775<>205.5953<>202.8107<>209.3081<>215.3414
93,2,Imiquimod,10.21015<>10.67425<>10.67425<>5.569173<>3.248684<>6.497369<>6.033271<>7.425564<>12.53064<>14.85113<>22.74079<>31.55865<>57.08403<>78.43253<>114.6321<>155.9368<>212.5568<>277.0664<>305.3763<>341.1118<>353.1784<>368.9577<>375.4551<>390.7703<>400.5164
94,2,SB525334,18.56391<>18.09981<>20.4203<>12.99474<>9.746053<>9.746053<>11.60244<>9.746053<>13.92293<>20.8844<>25.52538<>38.05602<>54.76354<>58.01222<>92.81956<>137.837<>180.9981<>239.9386<>267.3203<>284.0278<>297.9508<>322.0839<>326.7248<>343.8965<>345.7528
95,2,CO-1686 (AVL-301),5.569173<>6.497369<>7.889662<>4.17688<>5.569173<>7.889662<>6.033271<>10.21015<>17.63572<>27.38177<>39.91241<>55.22763<>72.39925<>92.35545<>114.6321<>123.9141<>159.1855<>195.3852<>231.1207<>245.5077<>256.182<>276.6023<>276.1382<>269.1767<>291.4534
96,2,WZ4003,4.640978<>5.105075<>8.817858<>6.033271<>6.033271<>6.961466<>10.67425<>10.67425<>13.92293<>12.53064<>15.31523<>32.02275<>46.87387<>61.725<>98.38873<>121.1295<>162.4342<>192.1365<>218.59<>248.7564<>266.8562<>298.4149<>305.3763<>331.3658<>320.2274
97,2,Linifanib (ABT-869),12.99474<>10.67425<>11.13835<>8.35376<>6.033271<>14.38703<>12.06654<>12.99474<>18.56391<>23.66899<>30.16636<>45.94568<>70.54286<>107.2066<>156.401<>203.2748<>242.259<>255.7179<>306.3045<>316.9788<>331.8299<>330.4376<>338.7914<>344.3605<>355.0348
98,2,OSI-930,19.02801<>16.70752<>16.70752<>10.67425<>5.105075<>6.497369<>10.21015<>14.38703<>16.24342<>25.98948<>37.59192<>46.87387<>64.04549<>99.31693<>153.6164<>207.4517<>266.3921<>307.6968<>363.8527<>388.9139<>408.8701<>415.8316<>428.3622<>431.1468<>418.6162
99,2,Afatinib (BIBW2992),19.02801<>17.63572<>25.52538<>13.45884<>21.8126<>34.80733<>37.12782<>48.26617<>61.725<>67.75828<>66.36598<>70.54286<>87.25038<>76.11204<>73.32745<>86.78629<>104.8861<>116.0244<>122.5218<>135.0524<>142.0139<>157.7932<>169.8598<>211.6286<>182.8545
100,2,Idarubicin HCl,279.851<>286.8124<>287.2765<>301.6635<>282.1714<>274.2818<>286.3483<>293.3098<>294.7021<>317.907<>324.4043<>301.6635<>311.4096<>326.2607<>331.3658<>325.7966<>323.4761<>300.2713<>316.9788<>315.1224<>314.6583<>321.1557<>325.7966<>335.5427<>342.5042
101,2,Ridaforolimus (Deforolimus; MK-8669),22.27669<>19.9562<>23.20489<>14.85113<>10.67425<>12.53064<>12.06654<>9.281956<>9.281956<>10.21015<>15.31523<>15.31523<>19.9562<>25.98948<>37.59192<>40.8406<>46.87387<>49.19436<>72.39925<>81.68121<>95.60414<>93.28365<>115.5603<>135.0524<>134.5883
102,2,Agomelatine,7.889662<>9.281956<>11.13835<>6.497369<>4.17688<>6.497369<>10.21015<>13.92293<>14.38703<>16.24342<>21.8126<>23.20489<>50.12256<>84.92989<>108.1348<>163.3624<>210.2363<>271.0331<>320.6916<>341.1118<>374.991<>395.8754<>385.6653<>391.6985<>407.9419
103,2,NVP-AEW541,18.09981<>19.02801<>21.8126<>17.17162<>11.60244<>9.746053<>12.53064<>15.31523<>25.52538<>30.16636<>43.62519<>68.68647<>94.67594<>130.4115<>152.6882<>174.9649<>176.3571<>159.6496<>165.2188<>148.5113<>146.6549<>147.119<>142.478<>131.3397<>124.3782
104,2,Nepafenac,11.13835<>12.53064<>14.85113<>8.35376<>5.569173<>6.961466<>6.033271<>8.35376<>11.13835<>13.45884<>18.56391<>29.70226<>46.40978<>84.92989<>115.5603<>161.9701<>226.0156<>257.1102<>306.3045<>332.7581<>350.8579<>373.1346<>377.3115<>404.6933<>418.1521
105,2,Tandutinib (MLN518),11.60244<>13.92293<>14.38703<>10.67425<>7.425564<>10.67425<>11.60244<>13.92293<>14.38703<>19.9562<>30.16636<>42.69699<>74.25565<>127.6269<>159.6496<>216.2696<>288.2047<>332.294<>396.8036<>425.1136<>438.1083<>419.0803<>410.2624<>375.9192<>366.1731
106,2,PD173074,6.961466<>12.06654<>13.45884<>18.09981<>18.56391<>19.02801<>21.3485<>28.30996<>36.19963<>46.40978<>55.69173<>72.39925<>86.32218<>104.422<>119.2731<>124.8423<>130.4115<>140.6216<>143.8703<>147.5831<>152.6882<>166.147<>155.0087<>156.8651<>159.6496
107,2,Entinostat (MS-275),9.746053<>8.817858<>7.889662<>4.640978<>4.17688<>4.640978<>8.817858<>6.497369<>10.21015<>20.8844<>24.59718<>52.44305<>90.03497<>148.0472<>180.9981<>218.59<>235.2976<>239.0103<>272.8895<>280.3151<>291.9175<>317.907<>324.8684<>294.7021<>336.0068
108,2,Amisulpride,7.889662<>10.67425<>12.53064<>6.961466<>9.281956<>9.746053<>7.425564<>12.06654<>9.281956<>10.21015<>17.17162<>31.55865<>52.90715<>78.89662<>120.6654<>175.429<>208.844<>260.3589<>295.1662<>311.8737<>324.4043<>338.3273<>346.681<>380.5602<>368.9577
109,2,SL-327,14.85113<>14.38703<>17.17162<>11.13835<>10.67425<>7.889662<>9.746053<>11.60244<>13.92293<>20.8844<>23.20489<>28.77406<>48.26617<>75.64793<>127.1628<>175.8931<>206.0594<>224.6233<>279.3869<>292.3816<>304.9122<>326.7248<>337.8632<>341.576<>346.681
110,2,Camptothecin,1.856391<>4.17688<>7.889662<>4.640978<>8.817858<>14.85113<>16.70752<>26.91767<>35.73553<>53.83534<>76.57613<>100.2451<>141.5498<>160.5778<>183.7827<>224.6233<>247.8282<>275.21<>303.5199<>314.6583<>316.0506<>322.0839<>323.9402<>313.7301<>297.0226
111,2,SB203580,12.99474<>12.06654<>11.13835<>8.35376<>8.817858<>7.425564<>7.425564<>10.21015<>13.45884<>16.70752<>17.17162<>34.80733<>48.73027<>90.03497<>129.9474<>191.2083<>242.7231<>268.7126<>306.7686<>330.4376<>371.7423<>376.8474<>402.8369<>420.4726<>409.7983
112,2,Ifosfamide,2.320489<>3.248684<>6.961466<>6.497369<>5.569173<>6.497369<>6.497369<>6.497369<>9.281956<>8.817858<>19.02801<>36.66372<>60.33271<>90.03497<>128.091<>166.6111<>202.8107<>243.1872<>267.3203<>271.9613<>293.7739<>302.5917<>329.9735<>348.5374<>344.8246
113,2,NVP-ADW742,5.105075<>7.425564<>9.746053<>6.033271<>4.640978<>5.105075<>9.746053<>12.53064<>19.9562<>31.55865<>46.87387<>67.29417<>85.85809<>94.21185<>123.45<>133.1961<>142.478<>156.8651<>169.8598<>189.816<>194.9211<>216.7337<>214.8773<>223.231<>215.3414
114,2,Doxazosin Mesylate,2.784587<>3.248684<>4.640978<>3.248684<>3.248684<>2.784587<>2.784587<>3.712782<>5.569173<>8.35376<>12.99474<>23.66899<>46.40978<>62.6532<>92.81956<>135.9807<>175.8931<>213.485<>251.541<>252.9333<>267.7844<>262.2152<>267.7844<>251.0769<>248.7564
115,2,BTZ043 Racemate,4.17688<>1.856391<>5.105075<>7.425564<>6.961466<>10.67425<>7.889662<>10.21015<>10.67425<>11.60244<>16.70752<>18.56391<>32.02275<>66.36598<>101.6374<>147.119<>193.9929<>237.154<>267.7844<>287.2765<>287.7406<>302.5917<>302.5917<>312.3378<>325.7966
116,2,Flupirtine maleate,4.640978<>3.712782<>5.569173<>5.569173<>8.817858<>5.569173<>6.497369<>11.13835<>15.31523<>15.31523<>17.63572<>26.91767<>42.69699<>62.1891<>77.04023<>106.7425<>139.6934<>161.9701<>211.1645<>231.5848<>261.287<>283.0996<>320.6916<>350.3938<>345.7528
117,2,OSU-03012 (AR-12),8.817858<>7.425564<>9.746053<>10.67425<>6.961466<>6.033271<>10.21015<>9.281956<>12.99474<>13.92293<>20.8844<>38.52011<>47.33797<>53.37124<>71.00696<>105.3502<>147.119<>186.1032<>218.1259<>259.4307<>300.7354<>320.6916<>345.7528<>350.8579<>378.7038
118,2,TG100-115,12.53064<>12.53064<>13.92293<>6.961466<>9.746053<>7.425564<>8.817858<>11.13835<>12.99474<>13.92293<>17.17162<>30.63045<>50.58666<>96.99644<>147.119<>195.8493<>237.6181<>279.851<>300.2713<>316.9788<>336.935<>356.4271<>367.5654<>380.5602<>387.9857
119,2,Suvorexant (MK-4305),12.53064<>11.13835<>11.13835<>5.569173<>4.17688<>5.105075<>6.961466<>5.569173<>9.281956<>13.92293<>15.77932<>26.91767<>51.05075<>82.60941<>122.0577<>180.0699<>247.3641<>248.2923<>297.0226<>323.4761<>346.681<>368.9577<>381.9525<>387.5216<>382.4166
120,2,IWP-L6,4.640978<>6.033271<>6.961466<>6.033271<>5.105075<>2.784587<>3.248684<>4.17688<>9.281956<>15.77932<>36.66372<>71.93516<>116.9526<>153.1523<>212.0927<>274.7459<>323.9402<>364.3167<>404.2292<>422.329<>439.9647<>433.0032<>452.0312<>480.8053<>442.2852
121,2,JNJ-38877605,9.281956<>12.99474<>13.92293<>9.746053<>7.889662<>8.817858<>7.425564<>6.961466<>12.99474<>16.70752<>20.8844<>32.02275<>51.05075<>85.85809<>120.2013<>181.4622<>235.2976<>288.2047<>324.4043<>351.7861<>381.0243<>404.2292<>409.3342<>404.2292<>410.7265
122,2,MGCD-265,21.3485<>17.63572<>18.56391<>10.67425<>13.92293<>15.77932<>20.4203<>19.49211<>18.09981<>24.59718<>34.80733<>39.44831<>45.94568<>74.71974<>94.21185<>124.8423<>136.9088<>152.2241<>185.6391<>182.3904<>205.1312<>222.7669<>232.0489<>242.7231<>236.2258
123,2,Mocetinostat (MGCD0103),16.24342<>18.09981<>14.38703<>10.21015<>13.45884<>22.74079<>25.98948<>40.8406<>73.32745<>90.03497<>130.4115<>212.0927<>326.2607<>389.378<>449.7107<>483.1258<>510.0435<>499.3692<>502.1538<>478.0207<>453.4235<>422.7931<>389.8421<>368.4936<>316.5147
124,2,Daptomycin,29.23816<>28.77406<>27.84587<>17.63572<>10.21015<>6.961466<>6.033271<>6.033271<>10.21015<>17.63572<>17.63572<>22.74079<>37.12782<>66.83008<>104.8861<>147.5831<>206.5235<>250.1487<>308.625<>336.935<>371.2782<>384.2729<>405.1573<>405.1573<>424.6494
125,2,Brivanib Alaninate (BMS-582664),2.784587<>4.17688<>2.784587<>3.712782<>6.497369<>6.961466<>8.35376<>9.746053<>13.92293<>16.24342<>20.4203<>28.77406<>45.48158<>73.79154<>104.422<>146.6549<>179.1417<>214.4132<>228.8002<>242.7231<>260.3589<>279.851<>278.4586<>310.0173<>304.9122
126,2,Mianserin HCl,34.34324<>31.09455<>35.27143<>20.4203<>13.92293<>11.60244<>9.746053<>9.746053<>10.67425<>13.45884<>18.09981<>25.98948<>32.48684<>59.40451<>90.03497<>117.8808<>168.0034<>217.6618<>252.4692<>292.8457<>312.8019<>315.5865<>318.8352<>325.3326<>303.5199
127,2,Barasertib (AZD1152-HQPA),6.497369<>7.889662<>8.817858<>6.497369<>8.35376<>14.85113<>33.87914<>66.36598<>77.04023<>93.74775<>115.5603<>134.5883<>176.3571<>216.7337<>257.5742<>287.7406<>317.4429<>304.9122<>325.7966<>303.5199<>302.1277<>298.4149<>276.6023<>295.6303<>239.4744
128,2,Pelitinib (EKB-569),21.3485<>20.8844<>30.63045<>22.74079<>19.9562<>15.31523<>13.45884<>16.70752<>16.24342<>20.4203<>18.56391<>23.20489<>25.98948<>36.66372<>46.40978<>59.86861<>73.32745<>63.1173<>75.64793<>86.32218<>93.28365<>96.99644<>96.53233<>96.99644<>103.0297
129,2,CEP-18770 (Delanzomib),18.56391<>19.9562<>22.74079<>25.98948<>66.36598<>154.0805<>256.182<>319.7634<>386.1293<>433.4673<>451.103<>460.8491<>487.3026<>526.751<>515.1485<>501.2256<>471.0592<>419.5444<>407.0137<>357.8194<>319.2993<>284.4919<>248.7564<>200.0261<>187.9596
130,2,Tigecycline,14.85113<>11.60244<>13.92293<>6.497369<>4.17688<>3.248684<>3.712782<>7.889662<>10.21015<>10.67425<>19.49211<>24.59718<>32.02275<>67.29417<>102.5656<>142.9421<>193.9929<>247.3641<>290.0611<>311.8737<>349.0015<>348.0733<>367.1013<>364.3167<>384.7371
131,2,CP-724714,9.281956<>9.746053<>10.21015<>7.425564<>5.569173<>5.569173<>7.425564<>8.35376<>7.425564<>6.961466<>12.53064<>22.27669<>37.59192<>48.73027<>74.25565<>129.4833<>171.2521<>200.9543<>247.8282<>253.8615<>262.6794<>274.7459<>275.21<>309.0891<>287.7406
132,2,Prazosin HCl,15.31523<>18.56391<>19.49211<>14.85113<>11.60244<>9.746053<>9.281956<>10.21015<>9.746053<>13.92293<>14.85113<>27.84587<>39.44831<>74.71974<>116.4885<>162.8983<>215.8055<>298.879<>324.8684<>342.9683<>346.681<>361.9962<>365.2449<>369.4218<>374.0628
133,2,BIIB021,11.13835<>10.67425<>13.92293<>7.889662<>4.640978<>7.889662<>16.24342<>18.56391<>33.87914<>41.7688<>58.01222<>80.75301<>106.2784<>158.7214<>184.2468<>209.7722<>218.1259<>207.9158<>248.2923<>241.7949<>246.4359<>252.9333<>252.0051<>235.7617<>244.5795
134,2,Topiramate,19.9562<>16.70752<>21.3485<>12.99474<>7.425564<>4.17688<>4.17688<>10.21015<>11.60244<>14.38703<>19.49211<>33.41504<>59.40451<>92.35545<>135.5166<>174.5008<>228.8002<>270.569<>303.984<>333.2222<>359.6758<>380.5602<>384.2729<>367.5654<>407.9419
135,2,BIBR 1532,2.784587<>2.784587<>3.712782<>3.712782<>3.712782<>5.569173<>9.746053<>7.889662<>9.281956<>10.67425<>14.38703<>25.52538<>36.66372<>66.36598<>91.42726<>135.9807<>213.485<>258.0384<>283.5638<>306.7686<>326.7248<>338.3273<>356.4271<>364.3167<>364.7809
136,2,Elaiophylin,258.5025<>344.8246<>333.6863<>332.7581<>331.8299<>331.3658<>342.0401<>359.6758<>374.5269<>394.9472<>398.1959<>387.5216<>381.0243<>382.8806<>365.709<>342.0401<>324.4043<>303.984<>315.5865<>269.6408<>262.6794<>241.3308<>230.1925<>201.8825<>217.6618
137,2,TAK-700 (Orteronel),3.712782<>4.17688<>3.712782<>5.569173<>5.569173<>7.425564<>10.21015<>10.67425<>9.746053<>12.99474<>18.56391<>26.91767<>52.44305<>74.25565<>113.2399<>164.7547<>231.5848<>264.0716<>325.3326<>340.1837<>365.2449<>393.5549<>403.301<>413.5111<>427.4341
138,2,Atazanavir Sulfate,2.320489<>4.17688<>3.712782<>3.248684<>5.569173<>3.712782<>5.569173<>8.35376<>13.92293<>26.45357<>24.59718<>33.41504<>54.29944<>96.53233<>148.5113<>190.7442<>221.3746<>262.2152<>306.7686<>320.6916<>366.1731<>370.8141<>356.4271<>331.8299<>383.3448
139,2,Melatonin,4.640978<>6.497369<>6.961466<>5.569173<>5.569173<>9.746053<>13.45884<>12.06654<>12.53064<>17.63572<>24.59718<>36.66372<>53.37124<>71.47105<>93.74775<>126.2346<>166.147<>194.9211<>218.1259<>244.5795<>255.7179<>285.4201<>292.3816<>318.3711<>312.3378
140,2,Doxercalciferol,2.320489<>3.248684<>2.320489<>1.856391<>5.105075<>4.17688<>4.17688<>6.497369<>8.35376<>11.13835<>19.9562<>20.4203<>32.02275<>48.73027<>61.725<>80.75301<>118.3449<>140.6216<>142.9421<>167.5393<>190.2801<>195.3852<>203.2748<>236.2258<>218.1259
141,2,Bendamustine HCl,6.961466<>7.425564<>5.569173<>5.569173<>7.425564<>7.425564<>10.67425<>8.35376<>9.746053<>15.31523<>29.23816<>44.55339<>68.22237<>117.8808<>163.8265<>219.0542<>252.4692<>293.7739<>319.7634<>336.935<>356.4271<>369.8859<>381.4884<>384.7371<>400.9805
142,2,Oligomycin A,3.712782<>2.320489<>2.320489<>2.784587<>1.856391<>5.569173<>10.67425<>7.425564<>13.45884<>20.4203<>21.3485<>28.30996<>41.3047<>52.44305<>62.1891<>81.21711<>83.5376<>96.06824<>122.5218<>130.8756<>148.0472<>154.0805<>172.6444<>163.8265<>208.3799
143,2,NMS-873,3.248684<>4.17688<>3.712782<>11.13835<>32.02275<>69.15057<>116.0244<>153.6164<>173.5726<>205.5953<>225.5515<>250.1487<>271.0331<>271.0331<>280.7791<>285.8842<>286.3483<>280.3151<>278.4586<>272.4254<>261.7511<>238.5462<>236.6899<>226.0156<>206.9876
144,2,EHop-016 ,9.281956<>10.67425<>12.53064<>8.817858<>8.817858<>6.497369<>6.497369<>7.889662<>12.99474<>23.66899<>37.12782<>50.12256<>87.71448<>130.4115<>181.9263<>228.8002<>280.3151<>300.2713<>330.9017<>344.3605<>349.9297<>356.4271<>363.3885<>344.3605<>343.8965
145,2,Veliparib (ABT-888),25.52538<>24.59718<>27.84587<>18.09981<>7.889662<>6.961466<>6.961466<>11.13835<>17.17162<>17.63572<>20.4203<>32.95094<>51.05075<>80.75301<>117.8808<>161.506<>202.8107<>233.9053<>277.0664<>327.1889<>365.709<>403.301<>409.3342<>395.8754<>427.8981
146,2,Dacarbazine,16.24342<>19.9562<>23.20489<>15.77932<>7.425564<>4.640978<>4.640978<>6.033271<>8.817858<>9.281956<>18.09981<>29.23816<>38.52011<>71.93516<>113.704<>146.6549<>185.6391<>222.3028<>255.2538<>305.3763<>335.0786<>345.2887<>348.0733<>385.2011<>384.7371
147,2,Bortezomib (PS-341),4.17688<>4.17688<>4.640978<>18.56391<>56.15583<>114.1681<>206.9876<>279.851<>321.6198<>349.0015<>388.9139<>398.66<>390.7703<>445.0698<>446.4621<>452.9594<>440.8929<>404.2292<>404.2292<>369.8859<>351.322<>316.9788<>293.3098<>256.6461<>235.7617
148,2,Fludarabine Phosphate,13.45884<>12.53064<>13.92293<>13.45884<>11.13835<>11.60244<>11.13835<>9.281956<>13.45884<>19.9562<>24.13308<>45.48158<>57.08403<>79.36072<>106.2784<>152.6882<>202.3466<>264.0716<>298.879<>320.6916<>339.2555<>368.9577<>382.8806<>399.1241<>425.1136
149,2,Erlotinib HCl (OSI-744),26.91767<>29.70226<>30.63045<>17.17162<>12.99474<>11.60244<>8.817858<>12.53064<>11.13835<>12.53064<>12.53064<>16.70752<>25.98948<>32.95094<>61.26091<>84.00169<>109.9912<>136.9088<>152.6882<>181.4622<>196.3134<>208.844<>219.0542<>206.0594<>228.8002
150,2,Amuvatinib (MP-470),8.35376<>7.889662<>12.53064<>12.99474<>13.92293<>19.02801<>31.55865<>48.26617<>55.22763<>71.93516<>58.47632<>90.49906<>129.9474<>168.9316<>216.2696<>260.3589<>299.8072<>344.3605<>379.632<>394.4831<>396.3395<>409.3342<>423.7213<>440.8929<>417.688
151,2,Pazopanib HCl (GW786034 HCl),7.889662<>8.35376<>12.06654<>12.53064<>12.99474<>24.59718<>26.91767<>47.33797<>69.61466<>98.85282<>101.6374<>143.8703<>169.3957<>174.0367<>173.5726<>173.1085<>176.8212<>169.8598<>164.7547<>149.4395<>131.8038<>124.8423<>112.7758<>109.5271<>88.17857
152,2,Rufinamide,19.9562<>19.02801<>18.56391<>17.17162<>13.92293<>12.53064<>16.70752<>14.38703<>18.09981<>20.4203<>25.98948<>35.27143<>61.26091<>94.67594<>129.0192<>161.9701<>206.9876<>245.0436<>295.6303<>321.6198<>344.3605<>345.2887<>361.5322<>350.8579<>374.5269
153,2,Temsirolimus (CCI-779; NSC 683864),26.45357<>24.59718<>29.23816<>21.8126<>11.13835<>15.31523<>7.425564<>8.35376<>9.281956<>8.817858<>16.24342<>19.9562<>19.49211<>19.9562<>28.77406<>35.73553<>51.51485<>71.00696<>93.28365<>105.3502<>116.9526<>134.1243<>142.478<>172.6444<>181.4622
154,2,WYE-354,6.497369<>6.961466<>7.889662<>5.105075<>6.033271<>16.70752<>30.16636<>36.19963<>44.08929<>49.19436<>59.86861<>62.6532<>63.1173<>54.76354<>53.37124<>52.90715<>58.01222<>58.01222<>68.22237<>67.75828<>64.97369<>70.54286<>68.22237<>63.58139<>69.15057
155,2,Enzastaurin (LY317615),132.732<>208.3799<>205.1312<>221.3746<>223.231<>244.5795<>286.3483<>224.6233<>189.816<>205.5953<>232.9771<>295.1662<>361.5322<>445.0698<>471.0592<>521.1818<>579.6581<>609.3604<>669.6931<>665.5162<>662.7316<>691.0416<>706.8209<>749.5179<>758.3358
156,2,Aniracetam,5.105075<>5.569173<>6.961466<>5.105075<>1.856391<>6.961466<>5.105075<>11.60244<>15.31523<>15.77932<>20.4203<>24.13308<>39.44831<>67.29417<>103.0297<>145.2626<>187.9596<>244.5795<>312.3378<>342.0401<>337.8632<>359.2117<>343.4323<>338.7914<>369.8859
157,2,SB431542,7.425564<>7.889662<>6.033271<>4.640978<>3.248684<>2.320489<>5.569173<>6.497369<>8.817858<>9.281956<>12.06654<>19.49211<>35.73553<>58.94042<>96.06824<>133.6602<>192.1365<>237.154<>289.1329<>302.5917<>318.3711<>327.1889<>329.9735<>332.294<>366.1731
158,2,Carmofur,25.06128<>24.59718<>22.74079<>14.38703<>10.21015<>12.06654<>7.889662<>11.60244<>6.033271<>7.889662<>8.817858<>16.24342<>27.38177<>42.69699<>64.04549<>99.78102<>136.4447<>178.6776<>211.6286<>247.3641<>280.3151<>312.8019<>312.8019<>330.4376<>338.3273
159,2,SB202190 (FHPI),1.856391<>0.9281955<>1.392293<>2.320489<>4.640978<>9.746053<>10.67425<>3.712782<>6.961466<>10.21015<>23.20489<>32.02275<>78.43253<>119.7372<>173.1085<>218.1259<>254.7897<>302.1277<>330.9017<>320.6916<>339.2555<>378.2397<>403.765<>426.9699<>440.4288
160,2,Megestrol Acetate,20.4203<>24.59718<>26.45357<>24.13308<>19.02801<>12.99474<>12.06654<>8.817858<>8.817858<>13.45884<>15.77932<>20.4203<>26.91767<>44.55339<>66.36598<>85.39399<>110.9194<>164.2906<>189.3519<>213.0209<>221.8387<>244.1154<>243.1872<>273.8177<>284.956
161,2,PCI-24781 (Abexinostat),16.24342<>14.85113<>19.49211<>19.9562<>42.69699<>81.21711<>119.2731<>174.0367<>245.5077<>323.9402<>368.0295<>390.3062<>404.6933<>436.716<>437.1801<>413.5111<>393.5549<>367.5654<>360.1399<>308.1609<>265.4639<>221.3746<>173.1085<>133.6602<>125.7705
162,2,Edaravone,25.98948<>18.09981<>22.74079<>14.38703<>9.281956<>3.712782<>5.105075<>6.033271<>13.45884<>12.06654<>18.56391<>32.95094<>45.94568<>65.43778<>107.6707<>171.7162<>209.3081<>238.5462<>281.2433<>316.5147<>329.0453<>355.4989<>372.6705<>376.3833<>426.5059
163,2,Rucaparib (AG-014699;PF-01367338),3.248684<>2.784587<>2.784587<>3.248684<>3.712782<>8.35376<>7.889662<>10.21015<>12.53064<>18.09981<>15.77932<>24.59718<>35.73553<>59.40451<>77.50433<>105.8143<>131.8038<>156.8651<>183.7827<>206.5235<>230.6566<>239.0103<>241.7949<>264.9998<>269.1767
164,2,Fluvoxamine maleate,4.17688<>4.17688<>6.497369<>7.425564<>6.961466<>5.569173<>5.105075<>8.35376<>8.817858<>14.85113<>17.17162<>39.91241<>70.07877<>96.06824<>117.4167<>161.506<>204.203<>259.4307<>291.4534<>313.266<>336.4709<>353.6425<>361.5322<>389.8421<>389.378
